Temps (s),Tension mesurée (V),Intensité mesurée (A),Position Angulaire (rad),Vitesse rotation (rad/s),Distance mesurée (cm),Bits envoyés,Moteur allumé
5.822669744491577,0.01768635327592596,1.114351420000002,33.92920065876977,0.0,1.696460032938488,255,1
5.938302755355835,0.01754845962553194,1.33388164,35.18583772020568,0.0,1.759291886010284,255,1
6.039250135421753,0.0176288887950617,1.316391440000003,35.49999698556466,0.0,1.774999849278233,255,1
6.140221118927002,0.01763001384451223,1.206033919999998,35.49999698556466,0.0,1.774999849278233,255,1
6.254496812820435,0.0176536588772455,1.139684,36.12831551628263,0.0,1.806415775814131,255,1
6.354851722717285,0.01765846332562505,1.076606440000003,36.75663404700058,0.0,1.837831702350029,255,1
6.455876111984253,0.01765789759683548,0.9164300600000023,36.75663404700058,0.0,1.837831702350029,255,1
6.559370994567871,0.01764756890062113,1.287730079999999,37.38495257771854,0.0,1.869247628885927,255,0
6.664659738540649,0.01305556739435025,0.1105832,38.0132711084365,0.003757728858108145,1.900663555421825,255,0
6.771353721618652,0.00666216058128657,0.0,38.0132711084365,0.0,1.900663555421825,255,0
6.871601819992065,0.00236969890363637,4.726641919999989,38.0132711084365,0.0,1.900663555421825,255,0
6.971948862075806,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.077649116516113,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.177767276763916,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.281319141387939,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.385959386825562,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.487369060516357,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.587373495101929,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.688326358795166,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.788692474365234,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
7.903918743133545,0.0,0.0,38.0132711084365,0.0,1.900663555421825,255,0
